12.36,15.5,5.74,8.38,8.02,,,,,,,,,,,,,,,
7.81,2.39,3.4,2.87,3.53,,,,,,,,,,,,,,,
2.01,2.88,3.01,6.98,0.12,,,,,,,,,,,,,,,
3.09,0.7,4.29,2.55,4.37,,,,,,,,,,,,,,,
1.49,24.86,6.24,10.98,14.43,,,,,,,,,,,,,,,
5.93,2.14,0.57,1.2,5.16,,,,,,,,,,,,,,,
1.31,0.94,1.87,5.1,0.78,,,,,,,,,,,,,,,
10.98,8.1,23.03,19.84,38.05,,,,,,,,,,,,,,,
1.91,0.17,0.51,0.16,2.25,,,,,,,,,,,,,,,
22.06,1.38,0.49,2.68,13.39,,,,,,,,,,,,,,,
5.33,7.14,4.98,2.25,0.3,,,,,,,,,,,,,,,
3.48,1.42,2.68,2.23,0.19,,,,,,,,,,,,,,,
0.42,7.68,2.89,3.28,5.73,,,,,,,,,,,,,,,
1.24,2.45,6.79,4.99,4.53,,,,,,,,,,,,,,,
0.86,0.45,2.99,3.56,2.14,,,,,,,,,,,,,,,
4.1,0.04,1.02,0.92,3.92,,,,,,,,,,,,,,,
0.97,1.98,2.49,3.19,1.37,,,,,,,,,,,,,,,
1.11,0.37,1.51,1.24,0.77,,,,,,,,,,,,,,,
0.36,1.87,1.81,4.64,1.32,,,,,,,,,,,,,,,
0.02,0.56,0.39,0.93,0.1,,,,,,,,,,,,,,,
0.36,0.68,0.19,0.31,0.46,,,,,,,,,,,,,,,
0.26,0.42,0.17,0.01,0.14,,,,,,,,,,,,,,,
0.01,0.26,0.32,0.3,0.11,,,,,,,,,,,,,,,
0.48,0.38,0.43,0.37,0.34,,,,,,,,,,,,,,,
2.7,2.85,0.66,0.91,2.88,,,,,,,,,,,,,,,
3.36,6.26,3.22,1.75,4.29,,,,,,,,,,,,,,,
2.36,1.58,1.28,3.99,10.79,,,,,,,,,,,,,,,
0.36,4.87,0.91,2.94,0.92,,,,,,,,,,,,,,,
0.36,0.11,0.28,0.02,0.23,,,,,,,,,,,,,,,
0.2,0.04,0.35,0.4,0.01,,,,,,,,,,,,,,,
0.19,0.12,0.03,0.32,0.34,,,,,,,,,,,,,,,
1.6,1.5,0.67,0.1,1.13,,,,,,,,,,,,,,,
2.26,1.4,2.74,1.86,1.23,2.8,,,,,,,,,,,,,,
5,0.79,1.43,0.62,1.44,0.6,,,,,,,,,,,,,,
1.37,5.52,0.04,2.08,0.09,2.9,,,,,,,,,,,,,,
1.52,2.33,1.55,2.93,1.16,0.51,,,,,,,,,,,,,,
3.68,1.75,3.75,0.83,5.41,1.38,,,,,,,,,,,,,,
1.06,1.98,1.59,0.42,0.72,2.21,,,,,,,,,,,,,,
0.45,1.04,2.75,1.17,0.88,0.37,,,,,,,,,,,,,,
2.02,0.67,1.31,1.52,0.2,0.94,,,,,,,,,,,,,,
1.19,0.49,0.01,0.47,1.4,1.64,,,,,,,,,,,,,,
0.01,1.47,0.54,0.62,0.42,0.74,,,,,,,,,,,,,,
1,0.08,0.17,0.79,1.15,1.44,,,,,,,,,,,,,,
0.4,0.6,1.54,2.29,0.91,0.92,,,,,,,,,,,,,,
0.17,0.56,1.06,0.11,0.44,1.12,,,,,,,,,,,,,,
0.96,0.74,0.29,0.95,0.19,0.32,,,,,,,,,,,,,,
0.5,1.77,1.38,0.76,0.13,0.09,,,,,,,,,,,,,,
1.56,0.15,2.31,0.37,2.21,0.06,,,,,,,,,,,,,,
4.13,0.89,0.38,1.59,0.8,2.21,,,,,,,,,,,,,,
2.37,0.09,2.06,2.45,1.07,0.57,,,,,,,,,,,,,,
1.45,3.35,0.94,0.2,1.26,0.8,,,,,,,,,,,,,,
1.84,1.14,1.31,0.74,0.44,0.53,,,,,,,,,,,,,,
0.24,0.17,0.21,0.49,0.08,0.19,,,,,,,,,,,,,,
0.01,0.02,0.05,0.38,1.26,0.08,,,,,,,,,,,,,,
1.53,1.37,0.91,0.32,0.98,1.55,,,,,,,,,,,,,,
2.07,0.55,0.77,1.38,0.96,0.93,,,,,,,,,,,,,,
0.76,0.12,0.16,0.72,0.56,1.01,,,,,,,,,,,,,,
1,0.25,0.35,2.94,1.35,0.77,,,,,,,,,,,,,,
0.27,0.03,0.11,0.1,0.18,0.31,,,,,,,,,,,,,,
0.78,0.8,0.92,1.11,2.8,0.25,,,,,,,,,,,,,,
0.04,0.45,0.05,0.17,0.19,0.01,,,,,,,,,,,,,,
0.09,0.94,1.26,0.64,0.17,0.5,,,,,,,,,,,,,,
0.15,0.67,0.7,0.17,0.99,0.12,,,,,,,,,,,,,,
0.06,0.39,1.03,0.41,1.1,0.61,,,,,,,,,,,,,,
0.45,1.04,2.75,1.17,0.88,0.37,,,,,,,,,,,,,,
1.56,0.15,2.31,0.37,2.21,0.06,,,,,,,,,,,,,,
0.92,0.91,2.29,1.54,0.6,0.4,,,,,,,,,,,,,,
1.44,1.15,0.79,0.17,0.08,1,,,,,,,,,,,,,,
0.5,1.77,1.38,0.76,0.13,0.09,,,,,,,,,,,,,,
1.12,0.44,0.11,1.06,0.56,0.17,,,,,,,,,,,,,,
1.19,0.49,0.01,0.47,1.4,1.64,,,,,,,,,,,,,,
2.2,0.18,1.99,1,0.17,1.12,,,,,,,,,,,,,,
16.02,3.32,14.89,4.76,14.84,12.17,,,,,,,,,,,,,,
1.91,0.05,5.28,2.87,1.73,1.16,,,,,,,,,,,,,,
0.46,1.84,0.67,0.88,0.93,1.22,,,,,,,,,,,,,,
2.01,2.31,1.03,1.56,0.2,0.89,,,,,,,,,,,,,,
2.16,4.9,1.38,2.42,3.1,1.04,,,,,,,,,,,,,,
0.48,1.89,0.29,1.33,1.82,0.85,,,,,,,,,,,,,,
0.63,0.26,0.99,1.48,1.1,1.54,,,,,,,,,,,,,,
1.08,0.59,1.89,0.61,0.79,1.7,,,,,,,,,,,,,,
4.42,3.62,7.87,4.06,13.25,4.78,,,,,,,,,,,,,,
1.39,2.86,0.3,1.57,2.62,1.26,,,,,,,,,,,,,,
0.41,3.77,1.46,3.03,0.24,1.1,,,,,,,,,,,,,,
3.92,7.79,5.89,2.04,6.46,3.93,,,,,,,,,,,,,,
1.04,9.89,1,5.63,0.94,8.5,,,,,,,,,,,,,,
1.32,0.57,1.9,0.98,0.47,0.76,,,,,,,,,,,,,,
0.6,1.91,0.9,1.04,0.44,1.11,,,,,,,,,,,,,,
0.01,1.06,1.85,1.46,1.26,0.36,,,,,,,,,,,,,,
1.06,0.01,1.73,2.69,1.14,0.03,,,,,,,,,,,,,,
20.68,0.39,5.87,8.54,20.81,43.71,,,,,,,,,,,,,,
7.66,14.51,8.81,26.72,31.01,11.29,,,,,,,,,,,,,,
14.65,13.98,12.39,14.06,7.95,0.49,,,,,,,,,,,,,,
0.26,27.18,9.09,19.39,7.48,24.6,,,,,,,,,,,,,,
6.25,1.18,1.4,4.15,4.43,2.59,,,,,,,,,,,,,,
2.65,4.68,0.28,2,4.9,4.37,,,,,,,,,,,,,,
2.82,0.28,1.13,1.53,0.57,2.27,,,,,,,,,,,,,,
2.37,1.46,3.83,2.15,5.55,0.82,0.48,,,,,,,,,,,,,
7.54,3.42,14.23,8.44,4.89,13.04,3.99,,,,,,,,,,,,,
0.81,2.56,1.67,0.77,2.95,1.89,0.46,,,,,,,,,,,,,
12.27,7.73,11.44,4.58,3.38,11.59,15.67,,,,,,,,,,,,,
0.21,0.52,0.31,0.1,0.43,0.03,0.32,,,,,,,,,,,,,
0.91,0.61,2.09,0.63,1.69,1.48,1.47,,,,,,,,,,,,,
2.09,0.19,1.97,1.28,1.66,0.64,0.28,,,,,,,,,,,,,
1.6,4.99,4.23,3.8,0.23,4.73,1.32,,,,,,,,,,,,,
0.46,1.89,2.95,0.77,1.67,2.56,0.81,,,,,,,,,,,,,
3.12,3.54,0.87,2.08,2.71,3.27,4.41,,,,,,,,,,,,,
3.66,0.8,2.59,2.34,1.35,4.86,3.28,,,,,,,,,,,,,
1.42,3.98,2.02,0.76,3.84,2.59,0.7,1.49,,,,,,,,,,,,
3.79,0.53,0.77,1.04,2.12,1.17,0.33,0.25,,,,,,,,,,,,
0.02,0.28,0.33,0.04,0.32,0.38,0.4,0.5,,,,,,,,,,,,
0.7,0.7,1.16,0.88,2.23,1.42,0.96,0.83,,,,,,,,,,,,
0.39,3.62,1.91,0.21,0.35,0.82,0.54,0.16,,,,,,,,,,,,
0.74,2.53,0.6,0.38,1.11,0.7,0.75,0.19,,,,,,,,,,,,
1.34,0.3,1.26,2.76,1.67,0.82,0.34,0.39,,,,,,,,,,,,
0.84,0.94,0.17,1.04,0.44,0.02,0.89,0.66,,,,,,,,,,,,
0.41,0.43,0.22,0.89,0.22,0.7,0.85,0.26,,,,,,,,,,,,
0.51,1.18,1.34,1.32,0.76,1.88,1.51,0.38,,,,,,,,,,,,
0.45,0.6,1.78,1.53,0.43,1.53,1.09,1.47,,,,,,,,,,,,
2.31,0.56,0.62,1.59,2.31,1.82,1.9,1.39,,,,,,,,,,,,
0.8,0.53,1.81,0.58,2.4,1.09,0.69,0.1,,,,,,,,,,,,
0.53,0.14,1.19,0.1,0.91,1.2,0.48,0.45,,,,,,,,,,,,
0.72,0.16,0.63,0.63,0.63,0.24,0.85,0.02,,,,,,,,,,,,
1.29,0.94,1.48,0.35,1.76,0.76,0.34,1.96,,,,,,,,,,,,
1.02,1.21,0.61,1.46,1.42,2.66,0.01,0.49,,,,,,,,,,,,
0.51,1.18,1.34,1.32,0.76,1.88,1.51,0.38,,,,,,,,,,,,
0.26,1,1.83,1.84,2.68,0.23,0.15,0.72,,,,,,,,,,,,
0.41,0.43,0.22,0.89,0.22,0.7,0.85,0.26,,,,,,,,,,,,
0.66,0.27,0.36,1.05,0.18,0.81,0.7,0.16,,,,,,,,,,,,
1.18,2.76,1.54,0.59,2.47,2.62,0.42,3.42,,,,,,,,,,,,
0.46,0.24,1.15,1.87,1.24,1.08,0.02,1.94,,,,,,,,,,,,
1.35,0.58,0.35,1.43,1.53,2.43,0.1,2.23,,,,,,,,,,,,
0.1,2.59,0.36,1.59,1.32,0.24,0.95,1.73,,,,,,,,,,,,
0.49,0.71,1.05,1.07,1.05,1.02,0.4,0.21,,,,,,,,,,,,
0.82,0.81,1.31,0.49,2.07,0.03,1.28,2.07,,,,,,,,,,,,
5.22,4.97,6.45,0.6,1.29,3.33,4.38,3.76,,,,,,,,,,,,
0.31,2.29,2.6,2.78,0.81,2.68,2.91,3.28,,,,,,,,,,,,
7.81,3.87,0.2,0.27,1.66,4.95,4.54,6.7,,,,,,,,,,,,
0.16,2.25,3.51,2.71,3.32,0.64,4.65,2.76,,,,,,,,,,,,
3.98,0.56,1.31,1.29,1.81,4.42,0.45,1.18,,,,,,,,,,,,
2.84,2.46,1.58,3.88,1.39,3.29,4.23,0.33,,,,,,,,,,,,
4.15,0.67,0.47,4.99,0.63,1.78,4.59,2.72,,,,,,,,,,,,
0.5,0.88,1.52,0.17,1.31,1.68,1.25,1.57,,,,,,,,,,,,
6.23,0.72,0.51,3.82,0.37,0.58,3.92,3.85,,,,,,,,,,,,
6.16,2.73,4.22,0.31,2.93,1.03,0.82,1.9,,,,,,,,,,,,
1.26,1.97,1.38,1.44,0.59,0.4,0.6,0.36,,,,,,,,,,,,
3.07,6.55,1.1,1.46,4.44,5.32,6.67,1.39,,,,,,,,,,,,
3.17,4.25,0.58,6.48,4.6,4.26,1.18,5.48,,,,,,,,,,,,
0.66,4.19,8.73,4.71,0.75,0.38,6.16,4.42,,,,,,,,,,,,
1.21,1.21,3.84,7.77,0.34,2.54,4.84,7.03,,,,,,,,,,,,
0.54,2.3,0.32,0.95,2.63,1.06,0.99,0.01,,,,,,,,,,,,
0.04,0.01,0.04,0.05,0.01,0.02,0.01,0.01,0.01,,,,,,,,,,,
1.48,1.72,0.73,1.63,0.74,0.55,1.27,1.77,0.1,,,,,,,,,,,
0.14,0.16,0.53,0.47,0.18,0.39,0.7,0.71,0.02,,,,,,,,,,,
0.02,0.13,0.01,0.17,0.1,0.17,0.01,0.09,0.08,,,,,,,,,,,
2.34,1.43,1.11,0.34,2.27,0.33,2.29,1.28,2.84,2.57,,,,,,,,,,
3.39,0.45,1.08,2.96,3.37,3.43,2.98,4.15,1.34,1.85,,,,,,,,,,
1.83,1.59,2.48,1.48,0.6,1.72,2.75,3.29,3.86,0.4,,,,,,,,,,
0.09,3.26,0.22,0.42,0.54,2.1,0.72,0.01,0.66,1.98,,,,,,,,,,
1.77,3.56,0.7,0.91,3.73,1.67,0.48,3.43,2.12,1.63,,,,,,,,,,
0.3,1.13,1.38,0.86,0.52,1.73,1.6,0.37,0.35,1.76,,,,,,,,,,
0.52,0.05,0.05,0.31,0.55,0.3,0.21,0.27,0.52,0.31,,,,,,,,,,
0.12,2.8,5.23,7.19,4.1,0.94,2.41,3.26,0.85,1.1,,,,,,,,,,
0.28,0.31,1.13,1.43,2,0.82,0.54,0.89,1.13,1.47,,,,,,,,,,
0.08,0.28,0.14,0.13,0.01,0.09,0.03,0.01,0.1,0.13,,,,,,,,,,
1.01,8.82,5.04,11.52,12.58,1.68,2.38,6.24,0.27,0.46,,,,,,,,,,
0.17,0.22,0.32,0.66,0.3,0.07,0.04,0.01,0.11,0.1,,,,,,,,,,
0.28,0.31,1.13,1.43,2,0.82,0.54,0.89,1.13,1.47,,,,,,,,,,
0.74,0.17,1,0.22,1.26,0.24,0.5,0.04,0.45,0.38,,,,,,,,,,
0.71,0.4,2.1,0.74,2.59,2.57,0.54,1.84,1.25,0.4,,,,,,,,,,
0.83,0.06,0.27,0.56,0.64,0.73,0.92,0.64,1.03,0.98,,,,,,,,,,
3.57,3.05,4.84,1.72,0.95,2.27,3.58,1.13,4.47,1.42,,,,,,,,,,
0.24,5.16,0.09,1.79,0.95,2.27,4.08,1.12,0.24,0.06,,,,,,,,,,
0.47,0.14,0.78,0.85,0.32,0.78,0.97,0.35,0.87,1.13,,,,,,,,,,
0.16,0.73,0.22,0.16,0.44,0.21,0.46,0.23,0.34,0.05,,,,,,,,,,
0.52,0.12,0.37,0.46,0.75,0.36,0.77,0.75,0.25,0.65,,,,,,,,,,
0.55,0.39,0.47,1.2,0.01,0.51,0.55,0.09,0.14,0.28,,,,,,,,,,
2.36,12.79,4.79,1.59,1.11,6.15,3.24,7.35,1.08,9.54,,,,,,,,,,
2.16,0.03,2.13,1.86,3.09,3.24,0.17,2.85,1.66,2.81,,,,,,,,,,
0.23,0.19,0.02,0.07,0.14,0.01,0.05,0.11,0.13,0.05,,,,,,,,,,
0.41,0.53,0.9,0.06,0.97,0.67,0.37,0.16,0.5,0.43,,,,,,,,,,
0.05,0.17,0.09,0.1,0.04,0.14,0.18,0.01,0.05,0.17,,,,,,,,,,
0.09,0.59,0.61,0.95,0.07,0.41,0.67,0.3,0.54,0.77,,,,,,,,,,
2.63,0.49,1.98,1.18,1.42,2.8,3.98,3.77,0.58,1.17,,,,,,,,,,
3.63,3.37,1.56,3.59,1.29,1.38,2,3.32,2.51,2.35,,,,,,,,,,
4.92,0.63,5.58,0.41,4.34,0.24,3.91,0.24,4.1,5.63,,,,,,,,,,
2.62,8.97,2.43,1.69,4.25,6.36,7.78,2.83,4.57,8.5,,,,,,,,,,
4.85,0.63,10.66,0.44,6.04,3.26,8.74,4.8,7.81,2.77,,,,,,,,,,
0.54,1.36,2.53,3.87,0.53,2.53,3.86,4.1,4.42,1.26,,,,,,,,,,
1.64,2.77,0.02,0.01,0.85,1.78,1.05,0.88,0.69,0.31,,,,,,,,,,
2.83,1.35,5.14,8.04,0.48,5.15,0.09,1.35,2.79,2.78,,,,,,,,,,
0.05,1.02,0.31,1.05,1.11,0.08,0.1,0.16,1.08,0.04,,,,,,,,,,
3.34,0.7,0.68,2.18,1.05,0.92,1.88,0.7,2.97,0.58,,,,,,,,,,
1.68,2.41,2.09,1.75,1.26,1.23,1.86,2.47,1.35,3.9,,,,,,,,,,
0.37,2.1,0.71,0.36,2.07,0.77,1.56,1.65,0.33,0.08,,,,,,,,,,
3.62,2.22,0.19,0.8,3.3,1.26,0.76,2.53,0.19,3.13,,,,,,,,,,
3.27,12.22,2.66,4.04,6.56,7.76,1.39,5.42,0.13,6.55,,,,,,,,,,
0.23,23.13,13.15,10.4,4.08,10.43,1.17,6.64,4.12,15.3,,,,,,,,,,
0.46,1.02,2.04,0.21,0.62,2.13,2.05,0.73,0.45,0.29,,,,,,,,,,
2.28,1.63,1.42,4.53,1.64,2.08,1.52,0.26,1.93,2.71,,,,,,,,,,
0.15,0.21,0.07,0.23,0.04,0.08,0.12,0.05,0.04,0.01,,,,,,,,,,
1.42,12.28,5.9,6.16,16.06,11.87,10,16.81,0.31,19.2,,,,,,,,,,
0.07,0.05,0.15,0.04,0.04,0.08,0.14,0.14,0.11,0.18,,,,,,,,,,
