0.05,1.46,2.72,3.9,0.42,3.31,1.56,3.83,1.11,1.64,,,,,,,,,,
0.03,1.6,1.86,0.82,0.33,1.27,1.74,0.14,1.72,0.49,,,,,,,,,,
0.07,0.29,0.34,0.22,0.01,0.36,0.2,0.01,0.19,0.31,,,,,,,,,,
0.42,0.09,0.39,0.03,0.11,0.03,0.32,0.37,0.23,0.01,,,,,,,,,,
2.19,0.19,3.98,2.59,0.4,2.01,0.02,1.78,0.39,2.14,,,,,,,,,,
4.27,23.15,13.63,23.78,0.07,7.88,4.11,4.33,3.48,3.3,,,,,,,,,,
0.04,0.25,0.09,0.1,0.01,0.17,0.06,0.07,0.06,0.06,,,,,,,,,,
0.16,0.32,0.01,0.16,0.27,0.1,0.29,0.3,0.27,0.12,,,,,,,,,,
0.07,4.05,1.81,1.78,3.17,0.46,0.07,1.19,1.41,1.99,,,,,,,,,,
0.03,0.44,0.82,0.57,0.45,0.91,0.8,1.24,0.13,1.27,,,,,,,,,,
0.15,0.05,0.15,0.18,0.03,0.19,0.08,0.02,0.15,0.03,,,,,,,,,,
0.21,0.01,0.1,0.07,0.14,0.03,0.01,0.12,0.1,0.12,,,,,,,,,,
0.29,0.09,0.09,0.1,0.01,0.17,0.06,0.07,0.06,0.06,,,,,,,,,,
7.34,5.25,11.8,3.29,5.14,2.74,1.49,11.32,2.03,3.8,12.5,,,,,,,,,
9.54,2.72,5,7.31,1.12,3.13,11.29,3.54,10.13,10.9,2,,,,,,,,,
0.09,0.03,0.03,0.04,0.01,0.01,0.01,0.02,0.01,0.04,0.05,,,,,,,,,
0.18,0.24,0.02,0.03,0.26,0.15,0.01,0.13,0.11,0.09,0.06,,,,,,,,,
0.08,0.33,0.31,0.3,0.3,0.53,0.1,0.75,1.22,2.01,0.92,,,,,,,,,
1.47,1.14,1.59,1.04,0.02,2.3,0.66,0.01,1.99,1.61,0.7,0.35,,,,,,,,
2.02,1.04,2.24,0.88,0.27,1.62,2.97,1.23,0.62,1.36,1.65,2.37,,,,,,,,
0.07,0.07,0.11,0.08,0.16,0.08,0.11,0.07,0.02,0.02,0.02,0.13,,,,,,,,
0.86,1.31,0.76,0.06,1.47,0.68,0.45,1.38,0.88,0.72,0.41,1.02,,,,,,,,
0.47,0.27,0.17,0.58,0.4,0.69,0.89,0.07,0.29,0.58,0.59,0.55,,,,,,,,
1.26,1.3,2.21,2.09,2.85,4.4,1.71,4.03,0.83,3.34,1.6,4.38,,,,,,,,
6.36,5.47,1.42,4.6,10.55,0.29,4.79,2.75,7.42,1.7,2.85,1.8,,,,,,,,
2.04,2.37,1.97,4.62,0.67,4.71,0.65,1.78,0.46,1.14,0.49,3.1,,,,,,,,
0.06,0.7,0.55,0.64,1,1.09,0.08,1.06,0.81,0.12,0.05,0.13,,,,,,,,
5.11,2.94,12.56,1.3,9.29,0.49,8.27,9.61,11.46,2.83,4.11,0.83,8.97,,,,,,,
1.97,10.43,3.49,9.04,8.7,15.18,10.04,17.47,14.74,0.89,0.05,6.07,1.92,,,,,,,
0.79,0.21,0.17,1.55,0.7,1.67,0.72,1.31,1.83,0.24,0.36,0.18,1.65,,,,,,,
0.54,0.49,1.94,0.9,1.21,0.17,0.19,0.67,1.27,1.66,1.42,1.97,0.01,0.74,1.82,,,,,
0.01,0.01,0.04,0.01,0.05,0.01,0.01,0.04,0.05,0.01,0.02,0.01,0.05,0.05,0.04,,,,,
0.21,0.4,0.67,0.65,1.13,1.3,1.4,0.8,0.52,1.6,1.47,1.73,0.19,1.89,1.04,,,,,
0.98,0.24,2.37,0.25,1.26,2.26,0.04,0.14,1.27,0.37,1.28,1.46,2.08,1.89,2.21,,,,,
2.64,1.76,0.46,0.58,1.33,0.34,0.13,1.82,0.34,0.31,1.92,0.67,2.09,0.22,0.39,,,,,
0.61,0.17,0.36,0.21,0.18,0.68,0.46,0.1,0.7,0.69,0.72,0.54,0.1,0.22,0.26,,,,,
2.18,3.56,0.89,1.51,3.3,3.58,2.85,0.53,2.67,1.48,0.83,1.37,1.4,1.73,2.12,,,,,
6.48,0.14,7.58,3.84,0.99,4.39,1.3,8.16,2.08,4.21,1.41,0.84,7.01,0.42,1.15,,,,,
0.33,2.28,2.83,1.67,2.43,2.88,4.12,1.25,1.99,4.63,2.92,3.45,3.52,1.62,0.08,,,,,
0.55,1.32,0.38,1.6,1.16,2,1.09,0.16,0.31,0.54,1.83,1.61,2.14,0.01,0.3,,,,,
3.47,0.25,0.81,1.41,1.98,1.12,0.14,0.79,1.32,0.65,0.06,1.56,0.36,0.07,0.01,,,,,
2.55,1.6,3.49,0.47,1.77,0.42,0.59,1.58,2.54,1.41,3.26,3.7,1.97,2.58,2.07,,,,,
4.59,14.11,4.4,0.02,1.11,2.51,6.06,1.9,2.42,8.06,9.3,1.27,4.67,4.98,1.26,,,,,
2.55,0.25,5.11,4.34,3.6,4.74,2.54,3.62,0.94,5.74,2.95,3.75,5.02,2.35,2.45,,,,,
2,0.14,1.71,0.88,0.37,1.81,1.13,0.57,1.68,1.32,1.96,0.79,0.78,0.18,1.17,,,,,
1.43,0.07,0.43,1.73,0.88,1.8,1.78,1.21,1.2,1.22,0.05,0.72,0.77,1.3,0.41,,,,,
0.24,0.1,0.89,0.31,0.79,0.32,1.01,0.27,0.23,1.01,1.14,0.19,0.05,0.37,0.27,0.38,,,,
0.17,0.1,0.73,1.36,2.49,0.25,0.63,1.35,0.88,1.83,0.34,1.24,0.76,0.19,0.55,0.83,,,,
0.49,3.39,0.01,0.71,0.1,1.37,0.33,1.55,1.22,1.31,1.56,1.23,1.42,0.96,0.22,0.13,,,,
0.65,0.24,0.35,0.34,0.75,0.55,0.07,0.72,0.57,0.06,0.99,0.64,0.26,0.15,0.13,0.33,,,,
0.25,1.5,0.4,0.28,0.2,0.19,0.77,0.27,0.45,0.07,0.5,0.49,0.66,0.26,0.83,0.88,,,,
1.54,0.53,0.14,1.1,0.26,1.51,1.34,1.65,0.48,2.1,2.16,0.99,0.04,0.22,1.72,0.22,,,,
0.5,1.02,1.4,1.5,0.42,1.17,0.34,1.37,0.13,1.9,0.32,1.2,1.32,1.51,0.04,1.86,,,,
0.29,2.86,2.05,4.03,0.85,1.37,2.7,0.4,1.19,3.71,0.82,1.95,3.99,2.96,4.4,2.43,,,,
0.49,0.94,0.98,1.65,1.96,0.95,0.75,1.14,1.24,0.81,1.92,0.42,1.52,0.97,0.41,0.88,0.08,0.39,1.03,1.47
2.37,0.18,0.1,0.96,2.37,0.15,1.11,1.94,2.11,0.81,1.7,0.08,0.44,1.73,0.08,1.08,0.17,0.45,0.17,1
10.72,4.54,10.5,5.13,12.35,15.41,0.59,13.54,8.46,1.04,5.66,16.9,18,5.3,6.1,17.3,15.2,8.7,7.71,16.8
1.31,2.98,2.91,6.98,1.25,6.83,0.3,2.26,5.68,6.3,4.42,4.13,1.22,0.55,3.49,2.31,0.82,4.42,1.01,6.83
0.11,0.09,0.34,0.27,0.39,0.11,0.48,0.08,0.36,0.32,0.02,0.03,0.14,0.11,0.17,0.4,0.07,0.12,0.18,0.21
1.02,0.69,2.94,0.81,0.42,0.21,1.14,0.45,0.86,0.62,1.07,1.76,1.41,0.24,1.51,1.61,0.46,0.64,0.76,1.38
1,0.99,1.29,1.98,0.17,0.45,0.49,1.9,2.07,1.43,0.64,1.31,0.09,1.33,0.31,0.13,1.28,0.26,1.88,1
2.1,0.05,1.55,1.58,0.48,0.09,1.61,1.67,0.11,0.14,0.94,0.39,1.04,1.61,1.03,0.39,1.33,1.15,1.39,1.35
1.5,0.22,0.88,1.05,0.61,0.32,0.65,1.48,0.96,1.14,0.36,1.48,1.88,0.18,1.56,1.67,1.61,0.8,0.37,1.28
